SentID,Npred,NpredID,Vsup,VsupID,N0Role,N0ID,N0String,N1Role,N1ID,N1String,N2Role,N2ID,N2String
229,exibição,6,-, ,agent-gen, -, - ,object-gen, 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22," de vídeos  que demonstram , por_exemplo , a cerimônia de o chá e o teatro kabuki ",-, -, -
230,venda,25,estar a, 22 23,agent-giver, -, - ,object-gen,19, sushi ,, -, -
231,economia,18,-, ,object-gen, -, - ,-, -, -,-, -, -
232,revisão,16,comandar,14,agent-gen,12, Barelli ,object-gen, 17 18 19 20 21 22 23, de a antiga pasta ( Secretaria_das_Relações_do_Trabalho ),-, -, -
233,geração,7,-, ,agent-creator, -, - ,object-gen, 8 9, de empregos ,-, -, -
233,proposta,12,-, ,agent-speaker, -, - ,addressee, -, -,message, -, -
234,desemprego,15,-, ,object-gen, -, - ,-, -, -,-, -, -
240,recuperação,10,-, ,agent-gen, -, - ,object-gen,11 12 13 14 15 16 17 18 19,de unidades armazenadoras de cereais e de as rodovias ,-, -, -
240,incentivo,23,-, ,agent-gen, -, - ,object-f, 24 25 26 27 28 29, a a utilização de as ferrovias ,-, -, -
240,utilização,26,-, ,agent-gen, -, - ,instrument, 27 28 29, de as ferrovias ,-, -, -
241,importância,10,-, ,object-f, 11 12 13 14 15 16 17, de se reduzir as perdas de alimentos ,-, -, -,-, -, -
241,perda,15,-, ,object-gen, -, - ,object-gen, 16 17, de alimentos ,-, -, -
242,informação,7,oferecer,6,agent-speaker, -, - ,addressee, 1 2 3,   A os horticultores,message,,
242,programação,15,-, ,agent-gen, -, - ,object-f, 16 17 18, de a produção ,-, -, -
242,produção,18,-, ,agent-creator, -, - ,object-gen, -, -,-, -, -
242,acondicionamento,25,-, ,agent-gen, -, - ,object-gen, 28 29 30, de os produtos ,-, -, -
242,embalagem,27,-, ,agent-gen, -, - ,object-gen, 28 29 30, de os produtos ,-, -, -
249,estréia,7,-, ,agent-gen, 8 9 10, de a banda ,object-gen, 11 12 13, em o Interscope ,-, -, -
250,silêncio,17,-, ,agent-gen, -, - ,-, -, -,-, -, -
253,ênfase,4,-, ,object-gen,5  6 7, em a melodia ,-, -, -,-, -, -
253,melodia,7,-, ,object-gen, -, - ,-, -, -,-, -, -
254,entrevista,22,-, ,agent-speaker, 12 13 14 15 16 17 18," o baixista de a banda , Henry_Bogdan ",addressee, 23 24 25 26 27, a a « Spin » ,-, -, -
256,mecanicismo,16,-, ,object-gen,12, técnica ,-, -, -,-, -, -
260,multa,15,aplicar,13,agent-gen, -, - ,object-gen, 23 24 25 26, a os seis colégios ,-, -, -
260,matrícula,29,-, ,agent-gen, -, - ,object-gen, -, -,-, -, -
261,direito,11,-, ,object-gen, 14 15 16 17, a todas as crianças ,object-f, 12 13, de escolas ,-, -, -
261,matrícula,40,-, ,agent-gen, -, - ,object-gen, -, -,-, -, -
263,pintura,9,-, ,agent-creator, 10 11, de Cy_Twombly ,-, -, -,-, -, -
265,afirmação,16,-, ,agent-speaker, -, - ,addressee, -, -,message, -, -
265,fracasso,23,-,,object-gen, , ,-, -, -,-, -, -
269,explicação,3,-, ,agent-speaker, -, - ,addressee, ,,message, 4 5 6,  de a reviravolta 
269,reviravolta,6,-, ,object-gen, -, - ,-, -, -,-, -, -
269,leviandade,20,-, ,object-gen, -, - ,-, -, -,-, -, -
269,inconstância,22,-, ,object-f, -, - ,-, -, -,-, -, -
269,pusilanimidade,24,-, ,object-gen, -, - ,-, -, -,-, -, -
270,posição,6,abrir mão de, 3 4 5,experiencer-gen, 1 2, Os empresários ,topic, -, -,-, -, -
270,proteção,12,-, ,agent-gen, 1 2, Os empresários ,object-gen,11, sua ,-, -, -
270,idéia,18,-, ,experiencer-gen, -, - ,object-f, -, -,-, -, -
270,interesse,21,de,20,experiencer-gen,22, coletivo ,object-gen,18, idéias ,-, -, -
270,desenvolvimento,25,-, ,agent-gen, -, - ,object-gen, -, -,-, -, -
271,encerramento,9,-, ,agent-gen, -, - ,object-gen, 10 11 12, de a revisão ,-, -, -
271,implicação,6,trazer,13,cause, 8 9 10 11 12, o encerramento de a revisão ,object-f, 14 15 16, para a economia ,-, -, -
272,criação,6,-, ,agent-creator, -, - ,object-gen, 7 8 9, de um conselho ,-, -, -
272,definição,13,produzir,11,agent-gen, -, - ,object-f, -, -,-, -, -
273,serviço,5,-, ,agent-gen, -, - ,object-f, -, -,-, -, -
273,definição,18,-, ,object-gen, 19 20 21, de serviço universal ,-, -, -,-, -, -
274,serviço,19,-, ,agent-gen, -, - ,object-f, -, -,-, -, -
279,origem,5,ter,3,object-gen,2, Eu ,-, -, -,-, -, -
280,infância,22,-, ,object-gen,21, minha ,-, -, -,-, -, -
282,dificuldade,3,passar por, 1 2,object-gen, , ,-, -, -,-, -, -
287,tumor,20,-, ,object-gen,13, ele ,-, -, -,-, -, -
289,intervenção,2,-, ,agent-gen,3, militar ,object-f, -, -,-, -, -
289,alívio,13,-, ,experiencer-gen, -, - ,-, -, -,-, -, -
290,intervenção,3,-, ,agent-gen, -, - ,object-f, -, -,-, -, -
292,pesquisa,15,-, ,agent-gen, -, - ,object-f, -, -,-, -, -
294,conversão,17,-, ,agent-gen, -, - ,object-gen, 18 19 20, de os contratos ,object-gen, 21 22 23, para a URV 
294,contrato,20,-, ,agent-gen, -, - ,object-f, -, -,co-agent, -, -
296,certeza,11,ter,9,experiencer-gen, , ,object-f, 12 13 14 15 16 17 18 19 20 21 22 23 24 25, de que algo precisa ser feito diante_de o confronto entre nacionalismo albanês e sérvio ,-, -, -
296,confronto,20,-, ,agent-gen, 21 22 23 24 25, entre nacionalismo albanês e sérvio ,co-agent, 21 22 23 24 25, entre nacionalismo albanês e sérvio ,-, -, -
296,nacionalismo,22,-, ,object-gen, 23 24 25,albanês e sérvio ,-, -, -,-, -, -
296,nacionalismo,22,-, ,object-gen, 23 24 25,albanês e sérvio ,-, -, -,-, -, -
297,entrevista,5,dar,3,agent-speaker, 1 2, O candidato ,addressee, -, -,-, -, -
298,convite,8,a,7,agent-speaker, 9 10 11 12 13 14 15 16 17 18," de o cônsul-geral de o Brasil em NY , Marco_Cesar_Meira_Naslausky ",addressee, 1 2 3 4,Lula e outros 20 ,message,6,almoçaram
300,lição,2,-, ,agent-speaker, -, - ,addressee,,,topic, -, -
300,riqueza,24,-, ,object-gen, 25 26 27, de os poupadores ,-, -, -,-, -, -
300,poder de compra,30 31 32,-,,object-gen,33 34 35,de os assalariados,-,,,-,,
300,estabilidade,42,-, ,object-gen, -, - ,-, -, -,-, -, -
301,experiência,15,viver,17,experiencer-gen, 18 19 20, por a nação ,object-f, -, -,-, -, -
301,basta,31,dar,29,agent-gen, -, - ,object-f, 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69," a todos os remanescentes de indexação formal , sejam eles e em ( as taxas de juros nominais ) e Ufir correlatos em os salários ( ) IPC-r ",-, -, -
301,indexação,38,-, ,object-gen, -, - ,-, -, -,-, -, -
301,recolhimento,55,-, ,agent-taker, -, - ,object-gen,53 54 55 56 57 58 59 60 61 62 63, de os tributos ( Ufir correlatos ) ,-, -, -
301,salário,67,-, ,agent-giver, -, - ,recipient, -, -,-, -, -
305,máscara,7,-,,object-gen,, ,-, -, -,-, -, -
306,respeitabilidade,11,-, ,object-gen, 3 4 5 6 7 8 9, a maioria de os seus políticos profissionais ,-, -, -,-, -, -
306,dúvida,17,-, ,experiencer-gen, -, - ,object-f,11,respeitabilidade ,-, -, -
310,oportunidade,16,-, ,object-gen, 4 5 6 7 8 9 14 11 10 12 13," a o seu principal teórico, professor e senador Fernando_Henrique_Cardoso ",object-f, 17 18 19 20 21 22 23 24, de esboçar a filosofia política de o mudancismo ,-, -, -
311,autoritarismo,23,-, ,object-gen, -, - ,-, -, -,-, -, -
311,oportunismo,26,-, ,object-gen, -, - ,-, -, -,-, -, -
311,clientelismo,29,-, ,object-gen, -, - ,-, -, -,-, -, -
311,fisiologismo,32,-, ,object-gen, -, - ,-, -, -,-, -, -
312,patamar,3,ostentar,1,object-gen, , ,-, -, -,-, -, -
312,radicalidade,10,-, ,object-gen,11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27, de os estratos médios e de os intelectuais envolvidos em a rejeição de o « status_quo » ,-, -, -,-, -, -
312,rejeição,22,-, ,experiencer-gen, -, - ,object-gen, 23 24 25 26 27, de o « status_quo » ,-, -, -
313,largada,3,-,,agent-gen,,,-,,,-,,
313,colocação,16,manter,13,object-gen, 6 7 8 9 10 11," Ayrton=Senna , que havia feito a pole_position ",-, -, -,-, -, -
313,pole position,11,fazer,9,agent-gen,5,Ayrton=Senna,-,,,-,,
314,acidente,3,-, ,patient, -, - ,-, -, -,-, -, -
315,acidente,28,-, ,patient, -, - ,-, -, -,-, -, -
315,posição,11,manter,9,object-gen,5 6 10, os pilotos suas,-, -, -,-, -, -
317,fiscalização,16,-, ,agent-gen, -, - ,object-f, -, -,-, -, -
317,soma,32,-, ,object-gen, 33 34 35 36 37 38 39 40 41 42 43 44 45," de o imposto devido ,  multas , correção monetária e juros de mora ",-,,,-,,
317,multa,38,-, ,agent-gen, -, - ,object-gen, -, -,-, -, -
318,recebimento,17,sem,15,agent-gen, 1 2,Essas empresas,object-gen, 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32, de nenhum serviço de a empresa de o pianista João_Carlos_Martins e de seu sócio Ettore_Gagliardi ,-, -, -
318,serviço,20,-, ,agent-gen, 21 22 23 24 25 26 27 28 29 30 31 32, de a empresa de o pianista João_Carlos_Martins e de seu sócio Ettore_Gagliardi ,object-f, -, -,-, -, -
322,treino,4,-, ,agent-gen, -, - ,-, -, -,-, -, -
323,conhecimento,19,tomar,18,experiencer-gen, 11 12 13 14 15 16," Ronaldo_Graça_Couto , de a produtora Metavídeo/Metalivros ",object-f, 20 21 22, de a pesquisa ,-, -, -
323,pesquisa,22,-, ,agent-gen, -, - ,object-f, -, -,-, -, -
324,intenção,6,-, ,experiencer-gen, , ,object-f, 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27," de transformar o resultado em uma exposição , inclusive de os primeiros contatos em esse sentido com a Pinacoteca_de_São_Paulo ",-, -, -
324,sonho,8,-, ,experiencer-gen, , ,object-f, 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27," de transformar o resultado em uma exposição , inclusive de os primeiros contatos em esse sentido com a Pinacoteca_de_São_Paulo ",-, -, -
324,exposição,15,-, ,agent-gen, -, - ,object-gen, -, -,-, -, -
324,contato,21,-, ,agent-speaker, -, - ,addressee, -, -,-, -, -
326,atividade,17,-, ,agent-gen, 18 19 20 21, de o grupo empresarial ,-, -, -,-, -, -
326,idéia,4,-, ,experiencer-gen, -, - ,object-f, -, -,-, -, -
327,retrato,17,fazer,15,agent-creator,12 13, os pintores ,object-gen, 18 19 20, de as famílias ,-, -, -
330,vida,20,-, ,object-gen, 24 25 26, de o pintor ,-, -, -,-, -, -
330,obra,23,-, ,agent-gen, 24 25 26, de o pintor ,-, -, -,-, -, -
332,concurso,8,realizar,6,agent-gen, 1 2 3 4 5, O governo de o Estado,object-f, -, -,-, -, -
332,vaga,13,-, ,object-gen, -, - ,-,,,-, -, -
333,inscrição,2,-, ,agent-gen, -, - ,object-f, -, -,-, -, -
337,crise,12,-, ,object-gen, 13 14 15 16 17, em o mercado de trabalho ,-, -, -,-, -, -
337,aproveitamento,21,-, ,object-gen, 22 23 24, de os formandos ,object-f, -, -,-, -, -
340,teste,18,fazer,14,agent-gen,13, Nirlando_Beirão ,object-f, 19 20, de vídeo ,-, -, -
341,contaminação,3,-, ,agent-gen,4 5, por petróleo,object-gen, -, -,-, -, -
342,contaminação,13,-,,agent-gen, 15 16 17, por atividades petrolíferas ,object-gen, -, -,-, -, -
343,doença,6,-, ,object-gen, 7 8, de pele ,-, -, -,-, -, -
343,contaminação,15,-, ,agent-gen, -, - ,object-gen, -, -,-, -, -
346,problema,5,-, ,object-gen, -, - ,object-f,,,-, -, -
346,tráfico,8,-, ,agent-gen, -, - ,object-gen, 9 10, de drogas ,-, -, -
346,violência,14,-, ,agent-gen, -, - ,object-gen, -, -,-, -, -
348,guerra,6,fazer,3,agent-gen,1, Eles ,co-agent, 8 9 10, contra o tráfico ,-, -, -
348,tráfico,10,-, ,agent-gen, -, - ,object-gen, -, -,-, -, -
349,problema,4,-, ,object-gen, 10 11 12, de o Rio ,object-f, -, -,-, -, -
350,tolerância,4,-, ,experiencer-gen, -, - ,object-gen, -, -,-, -, -
353,protesto,12,-, ,agent-gen, -, - ,object-f, -, -,-, -, -
354,presidência,13,passagem,8,object-gen,15, Sarney ,object-gen, -, -,-, -, -
355,tom,2,-, ,object-gen, 8 9 10 11 12 13 14 15 16 17 18 19 20 21," de suas crônicas (  agora reunidas em « Sexta-feira,_Folha » , ed. Siciliano ) ",-, -, -,-, -, -
355,resistência,26,-, ,agent-gen, 27 28 29, de o público ,object-gen, -, -,-, -, -
356,cuidado,7,tomar,5,experiencer-gen,4, Sarney ,object-f, 8 9 10 11, de não indignar ninguém ,-, -, -
357,separação,3,-, ,agent-gen, -, - ,object-gen, 4 5 6, de as marcas ,co-object, 4 5 6, de as marcas 
359,conquista,8,-, ,agent-gen, -, - ,object-gen, 9 10 11 12, de 17 mil assinantes ,-, -, -
361,financiamento,15,-, ,agent-gen, -, - ,object-gen, -, -,-, -, -
362,estimativa,4,-, ,agent-gen, -, - ,object-f, 6 7 8 9, inflação de 3 % ,-, -, -
362,inflação,6,-, ,object-gen, -, - ,-, -, -,-, -, -
363,inflação,14,-, ,object-gen, -, - ,-, -, -,-, -, -
364,expediente,23,-, ,agent-gen, 14 15, os bancos ,-, -, -,-, -, -
365,distribuição,2,-, ,agent-giver, -, - ,object-gen, -, -,recipient, -, -
366,operação,18,-, ,agent-gen,17, suas ,-, -, -,-, -, -
367,entrega,1,-, ,agent-giver, -, - ,object-gen,  2 3, de IR ,recipient,,
367,movimento,6,ter,4,object-gen, 1 2 3, Entrega de IR ,-, -, -,-, -, -
369,estimativa,2,,,agent-gen, 3 4 5, de a Receita_Federal,object-f, 7 8 9 10 11, receber 7 milhões de declarações ,-, -, -
370,declaração,8,-, ,agent-speaker, -, - ,addressee, -, -,message, -, -
371,raciocínio,13,-, ,experiencer-gen, -, - ,-, -, -,-, -, -
371,jogo,8,-, ,agent-gen, -, - ,co-agent, -, -,-, -, -
372,jogo,19,-, ,agent-gen, -, - ,co-agent, -, -,-, -, -
374,jogo,11,ficar em, 4 7,agent-gen, 1 2, As crianças ,co-agent, -, -,-, -, -
375,uso,9,-, ,agent-gen, -, - ,object-gen, -, -,-, -, -
377,atentado,6,-, ,agent-gen, -, - ,object-gen, -, -,-, -, -
377,atentado,6,-, ,agent-gen, -, - ,object-gen, -, -,-, -, -
377,investigação,17,-, ,agent-gen, -, - ,object-f, -, -,-, -, -
378,informação,23,fornecer,22,agent-speaker,21, quem ,addressee, -, -,message, -, -
378,investigação,28,-, ,agent-gen, -, - ,object-f, -, -,-, -, -
379,cópia,21,fazer,20,agent-creator, 18 19, os franceses ,object-gen, 22 23, de ela ,-, -, -
380,resultado,2,-, ,cause, -, - ,-, -, -,-, -, -
381,carta,2,-, ,agent-speaker, 3 4, de Champollion ,addressee, 7 8 9, a a Academia_de_Inscrições_e_Belas_Artes ,-, -, -
381,resultado,13,-, ,cause,12, seus ,-, -, -,-, -, -
381,nascimento,17,-, ,object-gen, 18 19 20, de a egiptologia ,-, -, -,-, -, -
382,iluminação,15,-, ,agent-gen, -, - ,object-gen, -, -,-, -, -
383,jogo,18,realizar,17,agent-gen, -, - ,co-agent, -, -,-, -, -
387,sucesso,2,-, ,object-gen,1, Seu ,-, -, -,-, -, -
387,fracasso,10,-, ,object-gen, -, - ,-, -, -,-, -, -
388,fragilidade,8,-, ,object-gen, 9 10 11, de o PT ,-, -, -,-, -, -
388,dificuldade,21,-, ,object-gen,,,object-f, 22 23 24 25 26 27 28 29 30 31 32, de se fazerem alianças capazes de sustentar Lula quando virasse presidente ,-, -, -
388,aliança,25,fazer,24,agent-gen,,,co-agent, -, -,-, -, -
388,posição,38,conquistar,37,object-gen,34 35, os aloprados,-, -, -,-, -, -
388,convicção,48,-, ,experiencer-gen, -, - ,object-f, -, -,-, -, -
388,valor,51,-, ,object-gen, , ,-, -, -,-, -, -
389,reunião,6,-, ,agent-gen, -, - ,co-agent, -, -,-, -, -
390,crime,11,-, ,agent-gen, -, - ,object-gen, -, -,-, -, -
391,compromisso,25,-, ,agent-gen, 27 28 29, entre as empresas ,object-f,,,co-agent,  27 28 29, entre as empresas 
393,contrato,3,-, ,agent-gen, -, - ,object-f,,  ,co-agent, 4 5 6, com a Servaz
395,pagamento,16,acertar,14,agent-giver, 12 13, a Odebrecht ,recipient, -, -,-, -, -
395,obra,25,-, ,agent-gen, -, - ,-, -, -,-, -, -
395,abastecimento,27,-, ,agent-gen, -, - ,object-gen, -, -,-,,
397,negociação,15,-, ,agent-gen, -, - ,object-f, -, -,co-agent, -, -
398,esforço,2,-, ,agent-gen, -, - ,-, -, -,-, -, -
398,poder,25,-, ,object-gen, -, - ,object-f, 26 27 28, de compor conflitos ,-, -, -
398,conflito,28,-, ,agent-gen, -, - ,co-agent, -, -,-, -, -
399,estratificação,6,-, ,object-gen, 7 8 9, de a legislação ,-, -, -,-, -, -
399,transformação,20,-, ,agent-gen, -, - ,object-gen, 21 22 23, em a economia ,-, -, -
400,conflito,12,-, ,agent-gen,13, individuais ,co-agent,13, individuais ,-, -, -
400,trabalho,24,-, ,agent-gen, -, - ,object-f, -, -,-, -, -
401,necessidade,3,-, ,object-f, 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26, de uma representação permanente de o trabalhador que converse com o empregador e signifique garantia de que não haverá perseguição a os negociadores ,-, -, -,-, -, -
401,perseguição,23,-, ,agent-gen, -, - ,patient, 24 25 26, a os negociadores,-, -, -
401,representação,6,-, ,agent-gen, -, - ,object-gen, 8 9 10, de o trabalhador ,-, -, -
401,garantia,18,-, ,experiencer-gen, -, - ,object-f, 19 20 21 22 23 24 25 26, de que não haverá perseguição a os negociadores ,-, -, -
404,complicação,4,-, ,object-gen,1, Cordeiro ,-, -, -,-, -, -
404,enfisema,8,-, ,object-gen,1, Cordeiro ,-, -, -,-, -, -
404,diminuição,11,-, ,object-gen, 12 13 14 15 16 17 18 19 20 21 22, de a área disponível para troca de ar em os pulmões ,-, -, -,-, -, -
404,troca,17,-, ,agent-gen, -, - ,object-gen, 18 19 20 21 22, de ar em os pulmões ,co-object, 18 19 20 21 22, de ar em os pulmões 
405,foto,3,-, ,agent-creator, -, - ,object-gen,6, Harding ,-, -, -
406,competição,8,-, ,agent-gen, -, - ,co-agent, -, -,-, -, -
406,atentado,12,-,,agent-gen,3, Tonya_Harding ,patient, 13 14 15 16, contra a rival Nancy_Kerrigan ,-, -, -
407,relação sexual,17 18,manter,16,agent-gen,14,Harding,co-agent,19 20 21 22 23,"com seu ex-marido , Jeff=Gillooly",-,,
408,venda,13,-, ,agent-giver, -, - ,object-gen, -, -,, -, -
408,valor,10,-, ,object-gen, 11 12 13, de a venda ,-, -, -,-, -, -
408,multa,4,-, ,agent-gen, -, - ,object-gen, -, -,-, -, -
409,campanha,4,-, ,agent-gen, -, - ,object-f, 6 7 8 9 10 11 12 13 14 15, fiscalização e aplicação de multas para quem for pego em_flagrante ,-, -, -
409,fiscalização,6,-, ,agent-gen, -, - ,object-f, -, -,-, -, -
409,multa,10,aplicação,8,agent-gen, -, - ,object-gen, 11 12 13 14 15, para quem for pego em_flagrante ,-, -, -
410,arrecadação,9,-, ,agent-taker, -, - ,object-gen, 10 11 12, de os impostos ,-, -, -
410,campanha,5,-, ,agent-gen, -, - ,object-f, -, -,-, -, -
411,opinião,4,exibir,3,agent-speaker, -, - ,addressee, -, -,message, -, -
411,apoio,14,-, ,agent-gen, -, - ,object-f, -, -,-, -, -
414,ação,18,-, ,agent-gen,16, nossas ,object-f, -, -,-, -, -
414,intenção,25,ter,23,experiencer-vol,21, ninguém ,object-f,26 27 28, de produzi- lo,-, -, -
414,poder,32,ter,31,object-gen,21, ninguém ,object-f, 33 34, para isso ,-, -, -
418,abertura,4,-, -,agent-gen, -, -,object-gen, -, -,-, -, -
418,economia,8,-, -,object-gen,9, brasileira,-, -, -,-, -, -
418,consideração,12,-, -,agent-gen, -, -,object-gen, -, -,-, -, -
419,importação,23,-, ,agent-gen, -, - ,object-gen, -, -,-, -, -
419,substituição,21,-, ,agent-gen, -, - ,object-gen, 22 23, de importações ,co-object, -, -
419,desenvolvimento,16,-, ,object-gen, -, - ,-, -, -,-, -, -
420,política,2,-, -,object-gen, -, -,-, -, -,-, -, -
420,avanço,8,-, -,object-gen, 9 10 11 12, de a globalização econômica,-, -, -,-, -, -
420,proteção,17,-, -,agent-gen, -, -,object-gen, 18 19 20 21 22 23 24 25 26 27 28," a o atraso , a o desperdício e a a ineficiência",-, -, -
420,atraso,20,-, -,object-gen, -, -,-, -, -,-, -, -
420,desperdício,24,-, -,agent-gen, -, -,object-gen, -, -,-, -, -
420,ineficiência,28,-, -,object-gen, -, -,-, -, -,-, -, -
421,redução,9,-, ,object-gen, 10 11, de tarifas,-, -, -,-, -, -
423,estabilização,4,-, ,agent-gen, -, - ,object-gen, -, -,-, -, -
423,aumento,9,-, ,object-gen, 11 12, de preços ,-, -, -,-, -, -
423,concorrência,20,deparar -se com, 13 14 18,object-gen, -, - ,object-gen, 21 22 23, de similares importados ,-, -, -
423,supervalorização,32,-, ,object-gen, 33 34 35, de o real ,-, -, -,-, -, -
423,importação,39,-, ,agent-gen, -, - ,object-gen, -, -,-, -, -
423,procura,45,-, ,agent-gen, -, - ,object-gen, 46 47, por dólares ,-, -, -
424,reforma,4,-, ,agent-gen, -, - ,object-gen, -, -,-, -, -
424,abertura,9,-, ,agent-gen, -, - ,object-gen, 10 11 12, de a economia ,-, -, -
424,estabilização,22,-, ,agent-gen, -, - ,object-gen, -, -,-, -, -
424,economia,12,-, ,object-gen, -, - ,-, -, -,-, -, -
425,medida,6,-, ,agent-gen, -, - ,object-f, -, -,-, -, -
425,efeito,17,ter,12,cause, 6 7 8 9 10," medidas anunciadas , em_tese adequadas ",object-gen, -, -,-, -, -
426,abertura,22,-, ,agent-gen, -, - ,object-gen, -, -,-, -, -
426,escancaramento,29,-, ,agent-gen, -, - ,object-gen, -, -,-, -, -
428,carreira,31,-, ,agent-gen,30, sua ,object-f, -, -,-, -, -
429,intenção,16,-, ,experiencer-gen, -, - ,object-f, 17 18, de voto ,-, -, -
429,voto,18,-, ,agent-gen, -, - ,object-gen, , ,-, -, -
431,sentimento,4,-, ,experiencer-gen, -, - ,object-gen, -, -,-, -, -
432,violência,11,-, -,agent-gen, -, -,patient, -, -,-, -, -
433,conquista,13,-, ,agent-gen, -, - ,object-gen, -, -,-, -, -
434,delírio,3,-, ,experiencer-gen, -, - ,object-f, -, -,-, -, -
436,acordo,2,-, ,agent-gen, -, - ,object-f, -, -,co-agent, -, -
436,concessão,18,fazer,16,agent-gen, -, - ,-, -, -,-, -, -
437,apoio,13,-, ,agent-gen, 6 7, multidões imensas ,object-gen, 14 15 16, a os rebeldes ,-, -, -
438,rebeldia,2,-, ,object-gen, -, - ,-, -, -,-, -, -
